text,label
pbt FY 2019 ₹14129,profit
"EBIT FY 2023 12,679,912",profit
"exceptional items ₹41,106,009",other
"income from operations 2022 ₹20,664,492 (Note 3)",revenue
OCI adjustment 2019 287541,other
segment revenue ₹592034,revenue
Product sales FY 2024 65465150,revenue
"exceptional items FY 2019 53,063,046",other
Gross Revenue ₹37600,revenue
"Net Sales ₹76,292,300",revenue
"PBT 36,929,231",profit
MERCHANDISE SALES FY 2018 ₹225245,revenue
"Profit after tax (PAT) 2020 ₹5,335,199",profit
EBIT FY 2018 79001,profit
2020 NET PROFIT 69183451,profit
schedule 1 926813,other
SHARE CAPITAL ₹20900332,other
"EBIT FY 2024 ₹71,394,592",profit
"FY 2019 Operating Income ₹23,205,666",profit
Total Income 40279,revenue
2018 Share capital ₹6643204,other
2021 Total Income 62037,revenue
"segment revenue FY 2021 76,743,314",revenue
"2019 Cost of materials 9,584,513",expense
2021 Tax expense ₹7093060,expense
"R&D EXPENSE 51,108,647",expense
"pbt 2019 ₹59,705,946",profit
Reserves and surplus 16320,other
SHARE CAPITAL ₹629121,other
RENT EXPENSE 5088275,expense
"Related party note 2023 76,065,354",other
"FY 2021 COST OF MATERIALS ₹96,854,767",expense
"Cost of materials FY 2024 48,066,004",expense
2019 Earnings from operations ₹6794172,profit
"GROSS REVENUE FY 2020 ₹70,466,822",revenue
"2023 Extraordinary items ₹1,342,015",other
Earnings from operations 2023 658754,profit
"selling expenses 2024 ₹33,761,159",expense
"Total Income 2020 ₹75,960,136",revenue
R&D expense 51203973,expense
"FY 2020 Operating revenue 45,132,572",revenue
"Foreign exchange gain ₹51,573,230",other
"Tax expense 2023 51,071,584",expense
"fy 2024 Exceptional items ₹12,672,868",other
"Contingent liability 2021 ₹39,860,657",other
"fy 2021 Total Income 65,879,146",revenue
"Employee benefits ₹85,878,882",expense
R&D expense ₹6526817,expense
"FY 2023 profit for the year ₹63,507,455",profit
EBITDA ₹2147253,profit
"selling expenses 2022 ₹23,084,395",expense
Merchandise sales 2018 ₹4024309,revenue
Gross Revenue FY 2023 ₹351366,revenue
Gross Revenue 2021 8529960,revenue
"fy 2024 cost of materials ₹95,997,684 (Note 3)",expense
Product sales 2020 ₹143096,revenue
"REVENUE FROM OPERATIONS FY 2022 ₹14,973,247",revenue
ADMINISTRATIVE EXPENSES 16524,expense
OPERATING INCOME FY 2018 98433612,profit
EPS BASIC 54575066,other
"Operating revenue 2022 ₹13,112,011",revenue
gross profit FY 2020 72572823,profit
net profit 2020 ₹59939933,profit
"EBIT FY 2020 33,537,805",profit
gross profit FY 2020 ₹759629 (Note 8),profit
profit for the year ₹245750 (Note 21),profit
"Net income 2022 23,317,008",profit
operating income FY 2019 ₹39343993,profit
fy 2018 operating profit ₹5671585,profit
"R&D EXPENSE 2024 ₹6,094,217",expense
2018 profit for the year ₹15499946,profit
Tax expense 2024 ₹15299,expense
"Power and Fuel 2018 39,959,444 (Note 17)",expense
Prior period items ₹818986,other
"Professional fees FY 2018 ₹99,126,052",expense
"Prior period items 2018 87,631,747",other
"FY 2021 Bottom line 72,030,784",profit
FY 2018 Power and Fuel ₹35497,expense
NET PROFIT 2019 ₹64854,profit
"earnings from operations 14,518,262",profit
Merchandise sales FY 2021 ₹690500,revenue
ACCOUNTING POLICY CHANGE ₹7826219,other
"Schedule 1 ₹5,891,615 (Note 20)",other
"gross revenue ₹9,084,683",revenue
"CONSOLIDATED REVENUE ₹35,289,935",revenue
"PBT 23,036,505",profit
eps basic 2022 ₹4089097,other
"Profit Before Tax 2018 87,100,130 (Note 25)",profit
prior period items 524542,other
Related party note FY 2019 742043,other
"earnings from operations 2020 18,726,706",profit
"EBIT 2021 ₹34,902,366",profit
"fy 2023 Total Income 66,284,781",revenue
NET PROFIT ₹18363,profit
SHARE CAPITAL 2023 ₹772133,other
"EPS BASIC FY 2024 59,785,019",other
EARNINGS AFTER TAX FY 2018 173508,profit
Bottom line ₹6460208,profit
"administrative expenses 2024 ₹76,945,118",expense
"OCI ADJUSTMENT 1,261,767",other
"2021 DEFERRED TAX ₹57,164,327",other
"income from operations 2021 81,365,976",revenue
"DEPRECIATION EXPENSE 2023 ₹63,315,064",expense
EBITDA 2023 4296668,profit
"Professional fees 29,922,087",expense
"Merchandise sales 58,314,710",revenue
Operating Income 498730,profit
"bottom line 2018 ₹32,692,928",profit
Operating revenue FY 2019 16785951,revenue
revenue from operations 2024 360406,revenue
fy 2020 Interest expense ₹46295026,expense
OPERATING COST FY 2021 5378650,expense
Administrative expenses FY 2018 ₹59298,expense
interest expense 2020 1562509,expense
"fy 2021 Administrative expenses ₹83,999,256",expense
"Extraordinary items 2023 7,131,068",other
"Gross Profit 2019 ₹29,334,333",profit
"notes to accounts 68,934,484",other
"Accounting policy change 2018 19,854,022",other
Notes to accounts 2022 ₹15289,other
"EPS BASIC FY 2021 97,369,167",other
"Sales of goods ₹62,294,899",revenue
"FY 2020 Contingent liability 48,745,821",other
"fy 2021 bottom line ₹18,534,479",profit
FY 2019 OPERATING PROFIT ₹777504,profit
fy 2021 income from operations 401314,revenue
"EBIT FY 2019 ₹97,846,770 (Note 6)",profit
"Cost of materials FY 2023 16,939,016",expense
"OCI adjustment FY 2018 ₹40,466,426",other
related party note ₹76080843,other
"TURNOVER FY 2021 14,927,375",revenue
Share capital FY 2022 96676,other
"EPS basic 44,097,373",other
Gross Revenue 792984,revenue
"MARKETING EXPENSE 2020 4,363,313",expense
"2019 EARNINGS FROM OPERATIONS ₹25,078,516",profit
"Related party note ₹34,506,751",other
"other expenses FY 2021 ₹35,318,115",expense
"EPS basic 2022 28,901,485",other
Other Expenses 2022 1381431 (Note 7),expense
"DEPRECIATION EXPENSE ₹51,834,641",expense
fy 2021 pbt ₹49167,profit
fy 2020 Rental income ₹70062404,revenue
"Operating profit ₹57,099,274",profit
Net Sales ₹28771026,revenue
"ACCOUNTING POLICY CHANGE ₹63,113,844",other
"TURNOVER 2018 76,985,230",revenue
ADMINISTRATIVE EXPENSES FY 2018 59661702,expense
OCI adjustment ₹41117825,other
PBT ₹7615498,profit
top line FY 2022 ₹96298,revenue
"fy 2018 SEGMENT REVENUE ₹2,565,446",revenue
"2023 Profit after tax (PAT) ₹58,138,262",profit
"PROFESSIONAL FEES FY 2024 40,521,259",expense
"MERCHANDISE SALES ₹79,534,162 (Note 7)",revenue
"cost of materials ₹96,856,412",expense
Net Sales 81285951,revenue
2019 Exceptional items 75018642,other
"BOTTOM LINE 90,269,053",profit
DEPRECIATION EXPENSE ₹34094492,expense
Reserves and surplus ₹8696504,other
"profit before tax FY 2020 77,648,331",profit
Other Expenses 2020 64104,expense
2023 Accounting policy change 557008,other
rental income FY 2018 ₹5584424,revenue
"Operating Income 2020 51,542,407",profit
"Insurance expense 54,120,291",expense
Accounting policy change FY 2021 ₹870452,other
"PBT 8,903,873",profit
"Profit after tax (PAT) FY 2023 ₹28,169,831 (Note 2)",profit
"2022 Profit after tax (PAT) ₹2,734,730",profit
License fees FY 2022 ₹586765,revenue
Depreciation Expense FY 2020 681974,expense
"Operating Income 2024 ₹18,159,926",profit
Administrative expenses 2019 110654,expense
earnings after tax 569286,profit
"POWER AND FUEL ₹58,419,685",expense
EBITDA FY 2021 ₹8949066,profit
"2018 Accounting policy change 57,261,857",other
"Selling expenses FY 2020 80,418,575",expense
2021 EMPLOYEE BENEFITS ₹2451929,expense
Total Income FY 2024 ₹80206 (Note 13),revenue
"FOREIGN EXCHANGE GAIN ₹95,827,003",other
"fy 2024 Net Profit 22,625,378",profit
"Deferred tax FY 2021 2,857,564",other
"Bottom line FY 2018 ₹21,413,906",profit
fy 2023 operating revenue 72910,revenue
"Earnings after tax 48,264,537",profit
"Rental income 22,371,899",revenue
EPS BASIC ₹2790788,other
"FY 2022 Operating revenue 45,080,548",revenue
Rent expense 2022 ₹31849239,expense
ADMINISTRATIVE EXPENSES 692867,expense
Administrative expenses 2021 ₹777713,expense
"PROFESSIONAL FEES ₹60,418,405",expense
Net income FY 2018 66964001,profit
OPERATING INCOME ₹986128,profit
"net profit FY 2020 ₹90,824,445",profit
contingent liability ₹81954864,other
fy 2022 notes to accounts 129116,other
"FY 2018 Related party note ₹68,840,977 (Note 20)",other
"employee benefits 2020 ₹50,802,545",expense
"fy 2019 Finance Cost 40,487,430",expense
related party note 2019 88248,other
earnings after tax FY 2019 ₹420140,profit
"FY 2023 Operating revenue 84,372,033",revenue
earnings from operations ₹1449783,profit
"TOTAL INCOME FY 2020 74,044,695",revenue
"FY 2022 Operating Cost 23,554,699",expense
"FY 2021 Depreciation Expense ₹27,509,613 (Note 4)",expense
"fy 2023 PRODUCT SALES 91,937,369",revenue
"Reserves and surplus FY 2020 ₹95,664,197",other
"license fees 2021 89,609,917",revenue
"SELLING EXPENSES ₹56,194,019",expense
"operating income FY 2021 90,674,084",profit
"Related party note FY 2021 78,824,100",other
2018 PROFIT AFTER TAX (PAT) 50488852,profit
"fy 2024 subscription revenue 91,279,449",revenue
"EPS BASIC ₹56,161,339",other
"EBIT ₹46,236,621",profit
"Prior period items ₹60,066,368",other
"Prior period items 47,207,019",other
"Revenue from operations 2021 92,471,237",revenue
"fy 2023 accounting policy change 10,974,873 (Note 9)",other
"Related party note ₹56,693,742",other
Operating Income 29549,profit
R&D expense ₹270623,expense
Tax expense ₹47382608,expense
"Subscription Revenue FY 2024 ₹77,211,840",revenue
"FY 2019 RENT EXPENSE 37,559,920",expense
"2020 Power and Fuel 89,668,476",expense
"FY 2019 Earnings after tax ₹13,913,006",profit
"net income FY 2021 ₹57,082,586 (Note 17)",profit
"LICENSE FEES 2020 52,791,471",revenue
"PBT FY 2019 46,409,602",profit
BOTTOM LINE 2021 ₹7583389,profit
profit after tax (pat) ₹9498370,profit
"TOP LINE FY 2020 70,527,785",revenue
earnings from operations FY 2019 ₹55462,profit
"2019 Service income ₹39,151,812",revenue
"share capital 2022 ₹54,172,704",other
"Bottom line 33,746,985",profit
"gross profit 2018 11,709,353",profit
"SCHEDULE 1 ₹92,613,718",other
"OCI ADJUSTMENT 2020 ₹40,240,001",other
"fy 2023 Reserves and surplus ₹25,435,501",other
Notes to accounts 2018 ₹4839960,other
"EPS basic 2022 89,234,131",other
"gross profit ₹81,160,324",profit
Gross Profit FY 2019 9442535,profit
"topline revenue 2022 ₹5,078,557",revenue
"Rent expense FY 2020 ₹20,375,007",expense
Notes to accounts ₹74828923,other
"related party note FY 2018 59,571,496",other
other expenses 77385565,expense
"ACCOUNTING POLICY CHANGE ₹54,054,006",other
OCI adjustment ₹3318412,other
SELLING EXPENSES ₹7836928,expense
"contingent liability ₹7,321,774",other
Other income 1021943,other
"deferred tax FY 2024 48,597,040",other
"fy 2022 segment revenue ₹15,184,534",revenue
"SEGMENT REVENUE 71,112,902",revenue
"Prior period items FY 2019 32,452,412",other
"ADMINISTRATIVE EXPENSES 96,792,043 (Note 1)",expense
"fy 2023 sales revenue 86,964,605",revenue
Operating profit 2022 ₹3018529,profit
Earnings from operations 896594,profit
EXTRAORDINARY ITEMS 2018 2295544 (Note 17),other
"NOTES TO ACCOUNTS 64,720,302",other
PROFIT BEFORE TAX ₹25002,profit
Notes to accounts 91229,other
"Operating Cost FY 2021 ₹75,054,808",expense
"PROFIT FOR THE YEAR 77,133,341",profit
professional fees 1271812,expense
"FY 2018 Merchandise sales 27,709,807",revenue
"SCHEDULE 1 2024 96,254,947",other
FOREIGN EXCHANGE GAIN ₹83603879,other
segment revenue ₹55341868,revenue
2020 TOP LINE 3003215,revenue
fy 2023 EMPLOYEE BENEFITS 50069088,expense
"EBIT 17,267,582",profit
"prior period items FY 2023 ₹13,894,396",other
Profit after tax (PAT) FY 2021 74803,profit
"FY 2023 Depreciation Expense ₹73,873,922",expense
"Net income FY 2019 ₹78,633,215",profit
"FY 2023 Tax expense 50,310,797",expense
FY 2024 NET SALES 96765 (Note 4),revenue
"Notes to accounts ₹93,339,937",other
"Top line 2020 ₹73,355,194 (Note 2)",revenue
2019 Profit Before Tax ₹54142,profit
income from operations FY 2021 ₹2281267,revenue
"Earnings after tax ₹36,897,864",profit
fy 2020 FOREIGN EXCHANGE GAIN 36232441 (Note 20),other
Profit Before Tax 2019 8613214,profit
fy 2024 Operating profit ₹207099,profit
Segment revenue ₹22208,revenue
"power and fuel 2023 27,803,738",expense
"EPS BASIC 75,014,698",other
"2022 Profit Before Tax ₹83,839,728",profit
Schedule 1 2024 68483128,other
"FY 2020 PBT ₹26,642,292",profit
Professional fees ₹99048,expense
"operating income 2020 38,336,911",profit
"Finance Cost ₹10,614,233",expense
2019 Service income ₹33419,revenue
"Net Profit ₹66,669,163",profit
Rent expense FY 2022 298228,expense
Subscription Revenue 604884,revenue
COST OF MATERIALS FY 2023 4965012 (Note 13),expense
TOP LINE 55508,revenue
"Sales of goods 41,306,515",revenue
profit for the year 2023 ₹349338,profit
"Foreign exchange gain FY 2023 81,549,215",other
"contingent liability ₹61,953,361",other
Insurance expense 123189,expense
OCI adjustment FY 2023 ₹33982,other
"Segment revenue ₹13,284,972",revenue
NET SALES 2019 ₹6284972,revenue
Earnings after tax ₹45125,profit
"FY 2022 Gross Revenue 42,663,620",revenue
"2020 profit for the year ₹69,334,688",profit
"Marketing expense FY 2018 80,542,828",expense
"2020 Segment revenue 23,499,822",revenue
Bottom line FY 2018 9445311,profit
Net Sales 2023 ₹86863404 (Note 23),revenue
foreign exchange gain 63263740,other
"profit before tax 76,487,408",profit
"INSURANCE EXPENSE FY 2022 ₹76,332,637",expense
"Earnings from operations 4,982,213",profit
"Tax expense FY 2020 ₹18,258,868",expense
notes to accounts 7024475,other
"PROFIT AFTER TAX (PAT) 58,184,282",profit
"Net Sales 2019 64,393,201",revenue
Tax expense ₹1045924,expense
"fy 2018 pbt 71,306,600",profit
operating revenue 2024 7166651,revenue
"Income from operations FY 2019 ₹89,295,317",revenue
"fy 2020 Related party note ₹3,047,249",other
"profit for the year 8,623,074",profit
2023 Other Expenses 2595144,expense
"Consolidated revenue 48,530,869",revenue
FY 2018 OTHER EXPENSES ₹1873312,expense
"2019 merchandise sales ₹32,751,425",revenue
"GROSS PROFIT ₹85,676,890",profit
Administrative expenses ₹63367,expense
"FINANCE COST FY 2024 ₹76,145,382",expense
"Exceptional items FY 2021 ₹5,435,077",other
Depreciation Expense 2021 655364,expense
foreign exchange gain FY 2022 ₹508336,other
INSURANCE EXPENSE 1614253,expense
FY 2021 Selling expenses 30648,expense
2022 Net Sales ₹994863,revenue
"foreign exchange gain 2024 65,526,994",other
"merchandise sales ₹96,713,730",revenue
"rent expense 44,785,696",expense
EBIT 2019 ₹44023937,profit
"Accounting policy change ₹10,029,761",other
FY 2019 Bottom line 17630,profit
Extraordinary items 901799,other
"2021 rent expense ₹75,737,408",expense
"pbt 14,898,585",profit
Operating Cost FY 2019 6276469,expense
FY 2022 Interest expense ₹3538486,expense
"Cost of materials ₹98,983,891",expense
"Profit Before Tax 2019 30,092,541",profit
"fy 2024 Professional fees 85,760,642",expense
"Rental income 2021 ₹98,166,677",revenue
Net Sales 2023 ₹63955904,revenue
Interest expense 2018 94909357,expense
R&D expense ₹5585854,expense
"2021 REVENUE FROM OPERATIONS 51,146,850",revenue
"License fees FY 2022 ₹83,673,280",revenue
2021 Sales of goods ₹28783850,revenue
"marketing expense 13,343,865",expense
Bottom line 57204,profit
license fees ₹5706947,revenue
"POWER AND FUEL ₹39,191,287",expense
Operating Income ₹573547,profit
Other income 2020 31093658,other
"Contingent liability 2018 ₹16,593,328",other
SHARE CAPITAL 5048971,other
"earnings from operations FY 2022 ₹79,415,865",profit
POWER AND FUEL FY 2021 ₹267791 (Note 3),expense
"Operating revenue FY 2024 ₹12,354,198",revenue
Employee benefits 2024 ₹218877,expense
"Share capital FY 2018 18,350,985",other
fy 2019 SERVICE INCOME 7095636 (Note 23),revenue
EBITDA 50845403 (Note 22),profit
"Tax expense 2019 28,832,865",expense
"Sales of goods FY 2021 42,514,268",revenue
"Net Sales 34,004,789",revenue
"FY 2021 Extraordinary items 79,645,595",other
"PBT FY 2018 ₹26,023,235",profit
"ACCOUNTING POLICY CHANGE 2023 63,612,378",other
FY 2022 DEPRECIATION EXPENSE 30390,expense
"2021 Finance Cost 53,467,821",expense
"Operating profit 50,851,453",profit
"PBT 2024 48,621,652",profit
PROFIT FOR THE YEAR 950141,profit
Operating Cost ₹674071,expense
"Extraordinary items ₹4,603,490",other
Net Profit 2023 48543,profit
"topline revenue 43,655,688",revenue
"net profit 2022 ₹45,045,235",profit
"FINANCE COST 2019 ₹56,830,992 (Note 15)",expense
"FY 2023 tax expense 1,880,849",expense
2019 Subscription Revenue ₹5788474,revenue
FY 2024 Insurance expense 231875,expense
"Profit after tax (PAT) 2019 55,877,709",profit
2018 Exceptional items ₹60432,other
"Earnings after tax 2022 76,911,515",profit
OTHER EXPENSES ₹2379095,expense
"EPS basic 2021 78,021,118",other
Foreign exchange gain 2023 ₹6399467,other
"interest expense 2020 65,659,708",expense
other expenses 2023 7275276,expense
EBITDA FY 2019 6385189,profit
Bottom line FY 2022 ₹20656,profit
Operating Cost 6817992,expense
INCOME FROM OPERATIONS ₹823769,revenue
PROFESSIONAL FEES FY 2024 ₹41503392,expense
MERCHANDISE SALES FY 2019 38935933,revenue
FY 2023 foreign exchange gain ₹63807671 (Note 13),other
"operating income 2019 ₹20,605,871",profit
eps basic FY 2019 778290,other
"Foreign exchange gain FY 2023 ₹64,704,483",other
pbt 2019 706115,profit
Contingent liability FY 2019 ₹812834,other
REVENUE FROM OPERATIONS 2022 3857489,revenue
insurance expense FY 2020 ₹24720271,expense
earnings after tax 469799,profit
"schedule 1 FY 2022 ₹37,687,172",other
Interest expense 2020 74668,expense
NET INCOME FY 2022 ₹295559,profit
"schedule 1 FY 2019 57,910,255",other
"professional fees FY 2018 ₹40,120,341",expense
"FY 2020 Accounting policy change 99,685,691",other
"2018 Sales of goods ₹43,721,508",revenue
Reserves and surplus FY 2023 ₹70814,other
EPS BASIC 2022 51630181,other
other expenses 2022 89827,expense
INCOME FROM OPERATIONS 2020 ₹550770,revenue
License fees 2022 ₹124559,revenue
"FY 2019 contingent liability 59,795,642",other
"TURNOVER FY 2018 ₹45,547,164",revenue
"Exceptional items FY 2020 4,221,405",other
"Cost of materials FY 2022 27,676,181",expense
rental income FY 2021 25102023,revenue
Notes to accounts ₹37072414,other
Contingent liability ₹11680636,other
fy 2023 earnings after tax 59236216,profit
RESERVES AND SURPLUS 78885487,other
Selling expenses 2020 ₹28795756,expense
"fy 2024 Operating revenue 92,043,526",revenue
"Turnover 2021 ₹19,563,094",revenue
RESERVES AND SURPLUS ₹13133,other
FY 2021 Net Sales 8067188,revenue
"operating income FY 2018 49,854,167",profit
"EARNINGS FROM OPERATIONS 80,291,789",profit
"Revenue from operations FY 2019 ₹48,111,622",revenue
"fy 2022 Top line ₹61,817,610",revenue
"topline revenue 2019 3,566,265",revenue
"2024 Other income ₹22,040,970",other
"EBIT 2020 ₹93,577,957",profit
NOTES TO ACCOUNTS 6466533,other
"EMPLOYEE BENEFITS ₹58,146,255",expense
"OPERATING COST ₹44,362,259",expense
EARNINGS AFTER TAX 2023 ₹302859,profit
Cost of Goods Sold 27953,expense
"profit before tax FY 2019 ₹32,157,112",profit
"ebit 2022 ₹625,014",profit
Turnover ₹38463020,revenue
"Employee benefits ₹66,474,119",expense
Deferred tax FY 2019 590429,other
"Profit after tax (PAT) 98,686,012",profit
"Share capital FY 2020 58,079,440",other
fy 2021 Income from operations ₹14259684,revenue
"Prior period items 58,765,330",other
ebitda 5153724,profit
"R&D EXPENSE 82,936,941",expense
employee benefits 2024 2509059,expense
Share capital 4522233,other
"Earnings from operations 16,832,946",profit
"2021 Cost of Goods Sold ₹18,089,586",expense
Tax expense 2024 522868,expense
"fy 2023 Merchandise sales 47,991,821",revenue
"Related party note 2022 ₹3,330,750",other
SELLING EXPENSES ₹56780131,expense
"cost of materials 2022 5,978,471",expense
foreign exchange gain FY 2018 ₹8893828,other
"Cost of Goods Sold ₹60,730,386",expense
"prior period items 94,609,955",other
"net profit 2021 17,364,345 (Note 24)",profit
operating income ₹193680,profit
"Topline revenue ₹72,021,316 (Note 10)",revenue
top line FY 2018 599968,revenue
Top line FY 2021 ₹95320121,revenue
"2018 topline revenue 84,547,928 (Note 21)",revenue
"FY 2021 contingent liability 77,457,425",other
"License fees FY 2019 30,837,425",revenue
fy 2020 OCI adjustment ₹962026 (Note 5),other
"insurance expense ₹50,593,809",expense
prior period items ₹58476,other
"Gross Revenue 99,536,328",revenue
"2021 Cost of Goods Sold ₹7,653,772",expense
earnings from operations FY 2020 64655712,profit
"fy 2020 interest expense 77,470,166",expense
"power and fuel FY 2023 ₹58,146,981",expense
Administrative expenses ₹7501595 (Note 25),expense
Net Profit FY 2019 70241722,profit
OCI adjustment 2018 23052513,other
finance cost FY 2020 61616 (Note 5),expense
Cost of materials 2022 85427,expense
"Employee benefits FY 2022 53,409,344",expense
INCOME FROM OPERATIONS FY 2021 32757831,revenue
net profit 2023 74107,profit
LICENSE FEES FY 2019 ₹58217837,revenue
fy 2023 ebit ₹10252457,profit
R&D expense 7701313,expense
Cost of materials 76634324,expense
"Subscription Revenue 2019 ₹28,520,244",revenue
"Profit for the year FY 2020 ₹708,013",profit
"bottom line 2024 ₹80,287,479",profit
"Interest expense 2020 ₹34,689,362",expense
Professional fees 62138,expense
PBT FY 2024 ₹200291,profit
fy 2024 Total Income ₹15596,revenue
"INCOME FROM OPERATIONS FY 2019 93,229,884",revenue
Consolidated revenue 890785,revenue
"SERVICE INCOME FY 2018 ₹21,031,381",revenue
"fy 2022 net income ₹60,372,866",profit
FY 2023 SCHEDULE 1 787449,other
"Depreciation Expense 2022 93,231,615",expense
eps basic 666582,other
"Notes to accounts ₹95,490,266",other
"Consolidated revenue 73,936,264",revenue
"Net Profit 19,232,726",profit
"2019 power and fuel 19,766,823",expense
TURNOVER 2023 ₹114768,revenue
FY 2019 INSURANCE EXPENSE 69363,expense
"2023 Net income 87,834,963",profit
"Net Sales 37,426,585",revenue
FY 2022 Net Profit ₹72207378 (Note 7),profit
"Earnings from operations FY 2018 ₹11,468,726",profit
"extraordinary items 9,252,924 (Note 19)",other
fy 2022 Earnings from operations 86021,profit
"Net income 16,605,484 (Note 23)",profit
"Bottom line ₹84,176,261",profit
"FY 2023 NET INCOME 26,373,326",profit
fy 2022 Power and Fuel 67477,expense
TOTAL INCOME FY 2019 ₹6755703,revenue
"FY 2020 net income 69,010,359",profit
employee benefits 5991994,expense
"COST OF GOODS SOLD FY 2019 ₹6,548,347",expense
top line FY 2022 ₹17834,revenue
Profit for the year FY 2024 ₹9276968,profit
Net income 2021 29625973,profit
TURNOVER 300896,revenue
INCOME FROM OPERATIONS FY 2018 ₹15681,revenue
"Employee benefits 96,210,624",expense
"Share capital ₹13,788,800",other
"notes to accounts FY 2020 99,596,505",other
"OPERATING REVENUE FY 2019 80,868,451",revenue
FY 2023 Operating profit ₹87424,profit
"NET SALES 2018 84,964,383",revenue
DEPRECIATION EXPENSE ₹32595,expense
Exceptional items 2018 65679035,other
SELLING EXPENSES FY 2022 5150050,expense
2023 extraordinary items ₹84487014,other
"Finance Cost FY 2018 ₹50,680,659",expense
foreign exchange gain 2024 ₹5711206,other
"EBITDA ₹37,964,435",profit
"Cost of materials 2022 ₹20,676,125",expense
employee benefits 2018 ₹62909020,expense
Profit after tax (PAT) FY 2021 83914229,profit
fy 2024 Rent expense ₹28224724,expense
"FY 2019 RELATED PARTY NOTE ₹65,578,667 (Note 2)",other
EPS BASIC ₹83679,other
"2022 RESERVES AND SURPLUS ₹79,414,140",other
Net income FY 2021 ₹49879131,profit
"PRODUCT SALES 56,816,698",revenue
"Prior period items 2023 63,216,821 (Note 15)",other
"Reserves and surplus 2018 ₹28,479,808",other
Prior period items 11009,other
Product sales FY 2023 226124,revenue
"TOTAL INCOME 2018 96,124,611",revenue
"FY 2018 Tax expense 29,283,159 (Note 18)",expense
"Finance Cost FY 2020 95,586,220",expense
"OTHER EXPENSES ₹84,718,837",expense
Cost of Goods Sold 975048,expense
"PRIOR PERIOD ITEMS 86,852,493",other
Profit after tax (PAT) FY 2020 539399,profit
fy 2020 Extraordinary items ₹8396001,other
"foreign exchange gain FY 2020 ₹93,032,368",other
"Selling expenses 2022 16,066,420",expense
"subscription revenue ₹92,237,775",revenue
"turnover 87,666,925",revenue
"2019 profit before tax ₹63,675,618",profit
"fy 2019 EBITDA 55,296,410",profit
Interest expense 2024 3998561,expense
sales revenue FY 2018 ₹73518,revenue
FY 2021 Top line 5364874,revenue
"PRODUCT SALES FY 2018 8,735,284",revenue
"operating cost FY 2021 ₹37,601,952",expense
Selling expenses 770105,expense
FY 2023 earnings after tax ₹2475412,profit
"fy 2021 Operating Income 27,072,137 (Note 18)",profit
"MARKETING EXPENSE FY 2024 43,670,722",expense
Administrative expenses 6293212,expense
"Service income 2020 ₹26,725,960",revenue
"2018 Operating Income 82,376,917",profit
"EBIT FY 2021 ₹80,573,708",profit
"EARNINGS AFTER TAX 2022 ₹7,808,935 (Note 17)",profit
SUBSCRIPTION REVENUE FY 2018 ₹15138168,revenue
"fy 2018 cost of materials ₹21,776,408",expense
gross profit FY 2021 89413716,profit
Sales of goods 2020 20745888,revenue
fy 2019 FOREIGN EXCHANGE GAIN ₹66042762,other
"fy 2024 R&D expense 82,142,334",expense
"prior period items 2022 ₹32,916,401 (Note 6)",other
operating cost 2019 ₹16999,expense
Contingent liability 7455931,other
"Bottom line FY 2018 ₹26,508,389",profit
"Subscription Revenue 51,025,999",revenue
"Net Sales ₹58,626,625 (Note 12)",revenue
EPS basic 2024 75507352,other
"Selling expenses 24,375,365",expense
earnings after tax FY 2020 46551388,profit
Exceptional items 2023 ₹416470,other
2022 Cost of materials ₹734347,expense
"RENTAL INCOME FY 2022 ₹48,636,340",revenue
"Profit after tax (PAT) 2019 98,423,193",profit
"2019 Net Profit ₹70,190,337",profit
"Accounting policy change FY 2021 ₹36,679,025",other
"turnover FY 2021 ₹28,809,369",revenue
Administrative expenses ₹7597931,expense
"net income FY 2019 61,592,767 (Note 18)",profit
"segment revenue 2022 48,707,117 (Note 17)",revenue
"Accounting policy change 35,055,976",other
"Selling expenses ₹1,878,041",expense
2022 consolidated revenue ₹27527,revenue
"Finance Cost ₹50,968,794",expense
"Operating profit FY 2020 ₹67,086,526",profit
2021 EBITDA ₹76561978,profit
"Top line FY 2023 ₹37,185,338",revenue
"fy 2023 COST OF GOODS SOLD ₹34,368,479",expense
fy 2023 Product sales ₹79467853,revenue
Profit after tax (PAT) 2023 862202,profit
"notes to accounts FY 2023 ₹82,071,866",other
"Profit after tax (PAT) 81,668,861",profit
"EPS basic 58,749,416 (Note 16)",other
2019 ACCOUNTING POLICY CHANGE 413500,other
operating profit ₹876629,profit
EBITDA 2021 ₹3745204,profit
"operating profit ₹846,939",profit
"FY 2024 Insurance expense ₹7,344,228",expense
fy 2021 Power and Fuel ₹36734831,expense
Extraordinary items FY 2019 21107465,other
"Earnings after tax FY 2018 ₹44,319,107",profit
2022 Sales of goods ₹428487,revenue
"RELATED PARTY NOTE 2020 57,782,461",other
Profit Before Tax ₹23611,profit
"Earnings after tax ₹89,510,547",profit
"Service income 2019 ₹80,919,462",revenue
"Rental income 2019 ₹74,066,756",revenue
TOP LINE 2020 4293399,revenue
"ebitda 2018 ₹24,511,495",profit
selling expenses FY 2020 55960407,expense
"FY 2021 other income 46,338,555",other
"MARKETING EXPENSE 2020 7,827,252",expense
reserves and surplus 2023 363186,other
"Marketing expense FY 2024 92,436,381",expense
2020 Profit Before Tax 93180597,profit
"TOPLINE REVENUE 84,069,376",revenue
FY 2022 Interest expense 3007953,expense
